Study Area,Degree,University,City,Degree Duration,Fee,Contact Number,Email,URL,Address
Computer Sciences & Information Technology,Computer Networking,Hamdard University,Karachi,"BS , 4 Years",138600,021 111 102 030,info@hamdard.edu.pk ,https://www.hamdard.edu.pk/,"Madinat al-Hikmah, Mohammad Bin Qasim Avenue, Karachi, Pakistan."
Computer Sciences & Information Technology,Computer Networking,Kasb [ Khadim Ali Shah Bukhari ] Institute Of Technology,Karachi,"AD , 2 Years",0,(021)-343 14970-73,info@kasbit.edu.pk,https://kasbit.edu.pk/,"84-B, S.M.C.H.S, Off Shahrah-e-Faisal, Karachi-74400, Pakistan."
Computer Sciences & Information Technology,Computer Networking,Minhaj University,Lahore,"AD , 2 Years",120000,0311-1222-685,info@mul.edu.pk,"https://www.mul.edu.pk/english/contact-us/#:~:text=Get%20in%20touch%20with%20us%20Main,Campus%3A%20Hamdard%20Chowk%2C%20Township%2C%20Lahore%2C%20Pakistan.","Hamdard Chowk, Township, Lahore, Pakistan."
Computer Sciences & Information Technology,Computer Networking,"Iqra University, Chak Shahzad Campus",Islamabad,"AD , 2 Years",105000,051 92 47407,admissions@iqrauni.edu.pk,https://www.iqrauni.edu.pk/contact-us,"PIES Complex, No.6 Park Road, Tarlai Kalan,ChakShahzad,Islamabad"
Computer Sciences & Information Technology,Computer Networks & Communication,Virtual University Of Pakistan,Lahore,"AD , 2 Years",21800,042-111-880-880,ORIC@vu.edu.pk,"https://oric.vu.edu.pk/Pages/Contactus.aspx#:~:text=Virtual%20University%20of%20Pakistan%2C%2054-Lawernce%20Road%2C%20Lahore,Mail%20%26%20Phone%20number%20ORIC%40vu.edu.pk%20UAN%3A%20042-111-880-880","54-Lawernce Road, Lahore"
Computer Sciences & Information Technology,Computer Science & Information Technology,Qarshi University,Muridke,"BS , 4 Years",0,4237499162,info@qu.edu.pk,https://www.qu.edu.pk,"Qarshi University QU, Muridke Head: Chairman 11km, Narowal Road"
Computer Sciences & Information Technology,Computer-aided Design ( Cad),Foundation Institute Of Technology For Women,Abbottabad,"DIP , 1 Years",0,992405844,not mentioned,https://onlineuniversities360.com/university/foundation-institute-of-technology-for-women-abbottabad/6223,"Foundation Institute Of Technology For Women, Abbottabad"
Computer Sciences & Information Technology,Computing,"National University Of Modern Languages, Islamabad",Islamabad,"AD , 2 Years",0,92-51-9265100,info@numl.edu.pk,https://numl.edu.pk/main/contact,"H-9 Islamabad ,Pakistan"
Computer Sciences & Information Technology,Computing,University Of Kotli,Kotli,"AD , 2 Years",0,+92 (5826) 960044,info@uokajk.edu.pk,https://www.uokajk.edu.pk/,"Kotli Azad Jammu & Kashmir, Pakistan"
Computer Sciences & Information Technology,Computing,National University Of Modern Languages ( Faisalabad Campus ),Faisalabad,"AD , 2 Years",0,92-51-9265100,info@numl.edu.pk,https://www.numl.edu.pk/faisalabad/campus/department/225/contact,"5 Km Main Jaranwala Road, near Police Station Saddar,Faisalabad"
Computer Sciences & Information Technology,Computing,National University Of Modern Languages ( Hyderabad Campus ),Hyderabad,"AD , 2 Years",0,022-3820490,rd-hyd@numl.edu.pk,https://www.numl.edu.pk/faisalabad/campus/department/225/contact,"Unit No: 09 Latifabad, Hyderabad"
Computer Sciences & Information Technology,Computing,National University Of Modern Languages ( Karachi Campus ),Karachi,"AD , 2 Years",0,021-36721027,info-khi@numl.edu.pk,https://www.numl.edu.pk/faisalabad/campus/department/225/contact,"ST-3, Block K, North Nazimabad,Karachi"
Computer Sciences & Information Technology,Computing,National University Of Modern Languages ( Lahore Campus ),Lahore,"AD , 2 Years",0,92-42-99204588,info-lhr@numl.edu.pk.,https://www.numl.edu.pk/faisalabad/campus/department/225/contact,"Aiwan-e-Iqbal Complex Egerton Road Lahore, Lahore, Pakistan"
Computer Sciences & Information Technology,Computing,"National University Of Modern Languages, Azad Jammu And Kashmir Campus",Mir Pur (ajk),"AD , 2 Years",0,(05827)940512-4,rd-mpr@numl.edu.pk,https://numl.edu.pk/mirpur%20(Azad%20Kashmir),"Sector A, New City Mirpur, Azad Kashmir"
Computer Sciences & Information Technology,Computing,National University Of Modern Language ( Multan Campus ),Multan,"AD , 2 Years",64550,92-61-6510595,info-mtn@numl.edu.pk,https://www.numl.edu.pk/multan,"21-E, Officers Colony, Khanewal Road Multan"
Computer Sciences & Information Technology,Computing,National University Of Modern Languages ( Peshawar Campus ),Peshawar,"AD , 2 Years",115560,091-9218380,info-psh@numl.edu.pk,https://numl.edu.pk/peshawar,36-B Chinar Road University Town Peshawar
Computer Sciences & Information Technology,Computing,"National University Of Modern Languages, Rawalpindi Campus",Rawalpindi,"AD , 2 Years",0,92-51-9265100,info@numl.edu.pk,https://numlrwp.numl.edu.pk/,"H3H6+Q9X, Khadim Hussain Rd, Lalazar, Rawalpindi, Punjab 46000"
Computer Sciences & Information Technology,Computing,University College Of Advanced Technologies,Rawalpindi,"B.Sc. [Hons] , 3 Years",not mentioned,0346 4747052,info@hrpakistan.com,https://www.facebook.com/hrucat/,"Near SAna Plaza, Walayat Khan Road, Chaklala Scheme-3, Rawalpindi, Pakistan"
Computer Sciences & Information Technology,Computing,Asia Pacific Institute Of Information Technology,Karachi,"B.Sc. [Hons] , 4 Years",not mentioned,5878000,not mentioned,http://www.apiit.edu.pk,"2nd Floor, Federation House,Main Clifton."
Computer Sciences & Information Technology,Computing,Informatics Computer Institute,Rawalpindi,"B.Sc. [Hons] , 4 Years",not mentioned,0341-5127006,info@icpinstitue.pk,https://www.icpinstitute.pk/page?page-name=Contact,Alfalah center 2nd floor opposite Butt Karahi commercial Market Rawalpindi.
Computer Sciences & Information Technology,Information & Communication Technologies,Isra University [khi],Karachi,"BS , 4 Years",150000,(92 21) 34561711-20,info@isra.edu.pk,https://israuniversity.edu.pk/contact-us-karachi/,"Al Tibri Medical College & Hospital
Near Al-Ibrahim Eye Hospital,
Old Thana, Gadap Town,
Karachi, Pakistan."
Computer Sciences & Information Technology,Information Management,The Islamia University Of Bahawalpur,Bahawal Pur,"BS , 4 Years",0,+92-062 9255875,ilo@iub.edu.pk ,https://www.iub.edu.pk/index.php ,"Directorate of International Linkages, Bagdad-ul-jadeed Campus,
The Islamia University of Bahawalpur"
Computer Sciences & Information Technology,Information Management,Government College University,Faisalabad,"BS , 4 Years",42000,+92 41 9200886,info@gcuf.edu.pk ,https://gcuf.edu.pk/ ,"Government College University, Allama Iqbal Road, Faisalabad, Pakistan."
Computer Sciences & Information Technology,Information Management,University Of The Punjab,Lahore,"BS , 4 Years",0,0092-42-99233132,infocell@pu.edu.pk,http://pu.edu.pk/page/show/,"Punjab University Library, Quaid-e-Azam Campus (New Campus), Lahore, Punjab, Pakistan."
Computer Sciences & Information Technology,Information Management,University Of Sargodha,Sargodha,"BS , 4 Years",29500,048 111 867 111,info@uos.edu.pk,https://su.edu.pk/,"University Road
Sargodha
Punjab, Pakistan
40100"
Computer Sciences & Information Technology,Information Management,University Of Home Economics,Lahore,"BS , 4 Years",0,042-99263319,info@uhe.edu.pk,https://uhe.edu.pk/contact/,"University of Home Economics Lahore, Dr. Mateen Fatima Road Block H. Gulberg 2 Lahore , Punjab, Pakistan"
Computer Sciences & Information Technology,Information Sciences,Preston University [fdb],Faisalabad,"BIS , 3 Years",not mentioned,92-41 - 546274 - 5,fsd@prestonpak.edu.pk,https://preston.edu.pk/campuses.php,"103-C/2, Peoples Colony, Kohinoor Chowk"
Computer Sciences & Information Technology,Information Sciences,Preston University [guj],Gujranwala,"BIS , 4 Years",0,92-431-891159,gwn@prestonpak.edu.pk,https://preston.edu.pk/campuses.php,"Opp. Income Tax Complex, G.T. Road,"
Computer Sciences & Information Technology,Information Sciences,Preston University [mut],Multan,"BIS , 4 Years",0,+92 61 6524086,info@prestonpak.edu.pk,https://preston.edu.pk/campuses.php,"Bosan Road Gulgasht Colony, Punjab, Multan, Punjab, Pakistan"
Computer Sciences & Information Technology,Information Sciences, Preston University [qut],Quetta,"BIS , 3 Years",not mentioned,92-81 - 839098,qta@prestonpak.edu.pk,https://preston.edu.pk/campuses.php,"15/B, Phase-II Shahbaz Town"
Computer Sciences & Information Technology,Information System & Management,University College Lahore,Lahore,"B.Sc. , 3 Years",0,+92 42 35963335-,admissions@ucl.edu.pk,https://ucl.edu.pk/contact_us.html,"1  KM Defence Road,Lahore"
Computer Sciences & Information Technology,Information System & Management,Government Degree College For Women [dhoke Ratta],Rawalpindi,"B.Sc. , 2 Years",not mentioned,051-9278212,collegedhokeratta01@gmail.com,https://moawin.pk/study/branch/government-degree-college-for-women-dhoke-ratta,Main Peshawar Road Rawalpindi
Computer Sciences & Information Technology,Information System & Management,Alta Vista College,Islamabad,"B.Sc. [Hons] , 3 Years",0,051 2854601,admin@avc.edu.pk,www.avc.edu.pk,"36, Nazimuddin Road, F-8/4, Islamabad, Pakistan"
Computer Sciences & Information Technology,Information Systems,The Islamia University Of Bahawalpur,Bahawal Pur,"BS , 4 Years",47800,+92-062 9255875,ilo@iub.edu.pk ,https://www.iub.edu.pk/index.php ,"Directorate of International Linkages, Bagdad-ul-jadeed Campus,
The Islamia University of Bahawalpur"
Computer Sciences & Information Technology,Information Systems,Al-khair University,Bhimber,"BS , 4 Years",0,+92-5828-474 900,info@alkhair.edu.pk,https://alkhair.edu.pk/new/informations/address-and-phone-numbers,"Main Campus Haji Muhammad Yousaf Road Pindi Jhunja, Bhimber (AJK)"
Computer Sciences & Information Technology,Information Systems,Greenwich University,Karachi,"B.Sc. [Hons] , 4 Years",0,+92 21 111 202 303,gu@greenwich.edu.pk,https://greenwich.edu.pk/Home/Contact,"DK-10, Street 38, Darakshan, DHA Phase 6, Karachi."
Computer Sciences & Information Technology,Information Technology Management,No universities found,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned
Computer Sciences & Information Technology,Remote Sensing & Gis,The Islamia University Of Bahawalpur,Bahawal Pur,"BS , 4 Years",47800,+92-062 9255875,ilo@iub.edu.pk ,https://www.iub.edu.pk/index.php ,"Directorate of International Linkages, Bagdad-ul-jadeed Campus,
The Islamia University of Bahawalpur"
Computer Sciences & Information Technology,Remote Sensing & Gis,Government College University,Faisalabad,"BS , 4 Years",49000,+92 41 9200886,info@gcuf.edu.pk ,https://gcuf.edu.pk/ ,"Government College University, Allama Iqbal Road, Faisalabad, Pakistan."
Computer Sciences & Information Technology,Remote Sensing & Gis, Karakuram International University,Gilgit,"BS , 4 Years",42140,0092-5811-960010-13,info@kiu.edu.pk,"https://www.kiu.edu.pk/contact/contact-us#:~:text=Main%20Campus%20Gilgit%20Karakoram%20International%20University%20Main%20Campus,Gilgit%20%2815100%29%20Pakistan%20Ph%3A%200092-5811-960010-13%20Fax%3A%20Email%3A%20info%40kiu.edu.pk",Main CampusUniversity Road Gilgit(15100)
Computer Sciences & Information Technology,Remote Sensing & Gis,University Of Gujrat,Gujrat,"BS , 4 Years",0,053 3643326,info@uog.edu.pk,https://uog.edu.pk/contactus,"Jalalpur Jattan Road Gujrat, Pakistan"
Computer Sciences & Information Technology,Remote Sensing & Gis,University Of Haripur,Haripur,"BS , 4 Years",38000,92995920602,registrar@uoh.edu.pk ,https://www.uoh.edu.pk/#gsc.tab=0 ,"The University of Haripur
Hattar Road Near Swat Chowk Haripur
Khyber Pakhtunkhwa Pakistan"
Computer Sciences & Information Technology,Remote Sensing & Gis,"Bahria University, E-8 Campus",Islamabad,"BS , 4 Years",0,-9259961,info@bahria.edu.pk,"https://bui.edu.pk/contact/#:~:text=Bahria%20University%20Islamabad%20Campus%20Shangrilla%20Road%2C%20Sector%20E-8%2CIslamabad,Bahria%20University%20Islamabad%20Campus%20please%20e-mail%20at%20info%40bahria.edu.pk","Shangrilla Road, Sector E-8,Islamabad"
Computer Sciences & Information Technology,Remote Sensing & Gis,"Government College University Lahore, Kala Shah Kaku Campus",Kala Shah Kaku,"BS , 4 Years",0,92-42-99213340,registrar@gcu.edu.pk,https://gcu.edu.pk/about.php?pg=KSKCampus,"Katchery Road, Lahore 54000 - Pakistan"
Computer Sciences & Information Technology,Remote Sensing & Gis,Bahria University ( Karachi Campus ),Karachi,"BS , 4 Years",123520,92-21-111-111-28,info@bahria.edu.pk,https://bahria.edu.pk/bukc/,"13 National Stadium Rd,Karachi"
Computer Sciences & Information Technology,Remote Sensing & Gis,"Bahria University, H-11 Campus",Islamabad,"BS , 4 Years",0,92-51-9259500,info.h11@bahria.edu.pk,https://bahria.edu.pk/buic-h11/,BahriaUniversity(BSEAS) IslamabadH-11/4Campus
Computer Sciences & Information Technology,Remote Sensing & Gis,Institute Of Space Technology (sub Campus),Karachi,"BS , 4 Years",78000,92-51-9075100,info@ist.edu.pk,https://www.ist.edu.pk/contact-us,"Institute of Space Science & Technology, University of Karachi, Karachi, Pakistan"
Computer Sciences & Information Technology,Software Development,Baqai Medical University,Karachi,"AD , 2 Years",0,(092-21)34410293,info@baqai.edu.pk ,https://baqai.edu.pk/ ,"51, Deh Tor, Gadap Road, Near Toll Plaza, Super Highway P.O Box No 2407, Karachi - 75340, Pakistan."
Computer Sciences & Information Technology,Software Development,Hamdard University,Karachi,"BS , 4 Years",155400,021 111 102 030,info@hamdard.edu.pk ,https://www.hamdard.edu.pk/,"Madinat al-Hikmah, Mohammad Bin Qasim Avenue, Karachi, Pakistan."
Computer Sciences & Information Technology,Software Development,Kasb [ Khadim Ali Shah Bukhari ] Institute Of Technology,Karachi,"AD , 2 Years",0,(021)-343 14970-73,info@kasbit.edu.pk,https://kasbit.edu.pk/,"84-B, S.M.C.H.S, Off Shahrah-e-Faisal, Karachi-74400, Pakistan."
Computer Sciences & Information Technology,Software Development,Muhammad Ali Jinnah University,Karachi,"AD , 2 Years",0,0341-000333,info@jinnah.edu,https://jinnah.edu/contact/,"MAJU Bus Stop, Main Shahrah-e-Faisal, 22-E, Block-6, PECHS, Karachi-75400"
Computer Sciences & Information Technology,Web Developer,Jinnah University For Women,Karachi,"AD , 2 Years",0,3661-9902,info@juw.edu.pk,https://www.juw.edu.pk/contact-us/,"5-C Nazimabad, Karachi-74600, Pakistan"
Computer Sciences & Information Technology,Web Technology,Government College [township],Lahore,"AD , 2 Years",0,(042) 99262112,not mentioned,http://gctownship.edu.pk/,"College Road, Township, Lahore, Pakistan"
Art & Design,Architecture,The Islamia University Of Bahawalpur,Bahawal Pur,"B.ARCH , 5 Years",0,+92-062 9255875,ilo@iub.edu.pk ,https://www.iub.edu.pk/index.php ,"Directorate of International Linkages, Bagdad-ul-jadeed Campus,
The Islamia University of Bahawalpur"
Art & Design,Architecture,Government College University,Faisalabad,"B.ARCH , 5 Years",0,+92 41 9200886,info@gcuf.edu.pk ,https://gcuf.edu.pk/ ,"Government College University, Allama Iqbal Road, Faisalabad, Pakistan."
Art & Design,Architecture,University Of Gujrat,Gujrat,"BS , 5 Years",70000,053 3643326,info@uog.edu.pk,https://uog.edu.pk/contactus,"Jalalpur Jattan Road Gujrat, Pakistan"
Art & Design,Architecture,Comsats University Islamabad,Islamabad,"B.ARCH , 5 Years",192000,(92-51) 9049 5032-5,rizwan_ahmed@comsats.edu.pk,https://www.comsats.edu.pk/contactus.aspx,"hostel city Line 12, Park Rd, Islamabad"
Art & Design,Architecture,National University Of Science & Technology,Islamabad,"B.ARCH , 5 Years",225400,92 51 111 11 68 78,Nips@nust.edu.pk ,https://nust.edu.pk/ ,"National University of Sciences & Technology (NUST) Campus, Sector H-12, Islamabad, Pakistan"
Art & Design,Architecture,University Of Art And Culture,Jamshoro,"BS , 4 Years",0,92-22-21102001-15,oric@uac.edu.pk,https://uac.edu.pk/official/contact/,"Plot No. B-1/36, Kohistan Valley Gulshan Shahbaz, Jamshoro 76001 Sindh-Pakistan"
Art & Design,Architecture,Dawood University Of Engineering And Technology,Karachi,"BE , 4 Years",32000,+92 21 9923 2645,registrar@duet.edu.pk,https://duet.edu.pk/,"Dawood University of Engineering & Technology, New M. A. Jinnah Road, Karachi, Sindh, Pakistan"
Art & Design,Architecture,Ned University Of Engineering & Technology,Karachi,"B.ARCH , 5 Years",37020,(92-21) 99261261-8,registrar@neduet.edu.pk,https://www.neduet.edu.pk/contact-us,"University Road, Karachi - 75270, Pakistan"
Art & Design,Architecture,University Of Karachi,Karachi,"B.ARCH , 5 Years",27600,99261300-06,Vice Chancellor:vc@uok.edu.pk,http://www.uok.edu.pk,"Pakistan Study Centre, MainUniversityRoad, Gulshan-e-Iqbal,Karachi."
Art & Design,Architecture,University Of Kotli,Kotli,"BS , 5 Years",0,+92 (5826) 960044,info@uokajk.edu.pk,https://www.uokajk.edu.pk/,"Kotli Azad Jammu & Kashmir, Pakistan"
Art & Design,Architecture,Lahore College For Women University,Lahore,"B.ARCH , 5 Years",55490,92-42-99203801-9,info@rjll.org.com,www.rjll.org.pk,"Contact Us Lahore College for Women University, Jail Road, Lahore, Pakistan"
Art & Design,Architecture,National College Of Arts,Lahore,"B.ARCH , 5 Years",194840,92-42-99210599,info@nca.edu.pk,https://m.nca.edu.pk/contact.php,"4-Shahrah-e-Qauid-e-Azam, Lower Mall, Lahore."
Art & Design,Architecture,"University Of Engineering & Technology, Lahore",Lahore,"B.ARCH , 5 Years",127000,042-99029417,registrar@uet.edu.pk,https://www.uet.edu.pk/home/,"University of Engineering and Technology, Main Campus, G. T. Road, Lahore"
Art & Design,Architecture,University Of The Punjab,Lahore,"B.ARCH , 5 Years",26700,0092-42-99233132,infocell@pu.edu.pk,http://pu.edu.pk/page/show/,"Punjab University Library, Quaid-e-Azam Campus (New Campus), Lahore, Punjab, Pakistan."
Art & Design,Architecture,Hazara University,Mansehra,"BS , 5 Years",0,92-997-531551,registrar@hu.edu.pk,https://www.hu.edu.pk/contact-us,"KKH Dhodiyal Mansehra,KPK Pakistan"
Art & Design,Architecture,"Bahauddin Zakariya University, Multan",Multan,"B.ARCH , 5 Years",61845,+92 61 9210071-74,info@bzu.edu.pk ,http://www.bzu.edu.pk/,"Bahauddin Zakariya University, Multan Multan Campus, Bosan Road, Multan, Pakistan"
Art & Design,Architecture,Nfc Institute Of Engineering & Technology,Multan,"B.ARCH , 5 Years",128400,0092-61 9220012,info@nfciet.edu.pk,https://www.nfciet.edu.pk/ ,"NFC Institute of Engineering & Technology
Vice Chancellor Secretariat
P.O. Fertilizers Project
Khanewal Road, Multan,
Punjab
6000
Pakistan"
Art & Design,Architecture,Balochistan University Of It & Management Sciences,Quetta,"B.ARCH , 5 Years",74480,+92 (81) 2899911,vc@buitms.edu.pk,https://www.buitms.edu.pk/Contacts,"Jinnah Town, Samungli Road, Quetta."
Art & Design,Architecture,"Aror University Of Art, Architecture, Design And Heritage",Sukkur,"B.ARCH , 5 Years",0,0092-71-9311300,info@aroruniversitysindh.edu.pk,https://aror.edu.pk/,"RCW Rohri Bypass, Sukkur, Sindh-Pakistan"
Art & Design,Architecture,Indus Valley School Of Art And Architecture,Karachi,"B.ARCH , 5 Years",350000,021-37130423,info@ivs.edu.pk,https://www.indusvalley.edu.pk/home,"ST-33 Scheme 5, Block 2 Clifton Karachi, 75600"
Art & Design,Fashion,Foundation Institute Of Technology For Women,Abbottabad,"DIP , 10 Months",0,992405844,not mentioned,https://onlineuniversities360.com/university/foundation-institute-of-technology-for-women-abbottabad/6223,"Foundation Institute Of Technology For Women, Abbottabad"
Art & Design,Fashion Design,The Islamia University Of Bahawalpur,Bahawal Pur,"BS , 4 Years",0,+92-062 9255875,ilo@iub.edu.pk ,https://www.iub.edu.pk/index.php ,"Directorate of International Linkages, Bagdad-ul-jadeed Campus,
The Islamia University of Bahawalpur"
Art & Design,Fashion Design,Government College University,Faisalabad,"BFA , 4 Years",69000,+92 41 9200886,info@gcuf.edu.pk ,https://gcuf.edu.pk/ ,"Government College University, Allama Iqbal Road, Faisalabad, Pakistan."
Art & Design,Fashion Design,Government College Women University,Faisalabad,"BS , 4 Years",41000,+92 41 9220671-75,registrar@gcwuf.edu.pk,https://gcwuf.edu.pk/,"Government College Women University Madina Town, Faisalabad."
Art & Design,Fashion Design,National Textile University,Faisalabad,"BFD (HONS) , 4 Years",121000,92 (041) 9230081-90,info@ntu.edu.pk,https://ntu.edu.pk/contact-us.php,"Sheikhupura Road, Faisalabad 37610, Pakistan"
Art & Design,Fashion Design,"Shaheed Allah Buksh Soomro University Of Art, Design And Heritages",Jamshoro,"BS , 4 Years",0,0092 (22) 9213600,registrar@sabsu.edu.pk,https://www.sabsu.edu.pk/,"Sonwillhar Hills, Near East Toll Plaza, Jamshoro, Sindh"
Art & Design,Fashion Design,Pakistan Institute Of Fashion Design,Lahore,"B.DES , 4 Years",216000,+92 42-99232951,info@pifd.edu.pk,"https://pifd.edu.pk/contact.html#:~:text=Send%2051-J%2FIII%20Johar%20Town%2C,Lahore%2C%20Pakistan%20info%40pifd.edu.pk%20%2B92%2042-99232951-7","51-J/III Johar Town, Lahore, Pakistan"
Art & Design,Fashion Design,Punjab Tianjin University Of Technology,Lahore,"BS , 4 Years",0,+92 42 9933 2438-39,info@ptut.edu.pk,https://ptut.edu.pk/contact/,"police station, near Green Town, Sector C2 Block 1 Twp Sector C 2 Green Town, Lahore, Punjab"
Art & Design,Fashion Design,University Of Loralai,Loralai,"BS , 4 Years",0,+92 (824) 410782,info@uoli.edu.pk,https://www.uoli.edu.pk/contact-2/,"University of Loralai, Quetta Road, Zerh Karez, Loralai, Balochistan."
Art & Design,Fashion Design,Hazara University,Mansehra,"BS , 4 Years",0,92-997-531551,registrar@hu.edu.pk,https://www.hu.edu.pk/contact-us,"KKH Dhodiyal Mansehra,KPK Pakistan"
Art & Design,Fashion Design,Mirpur University Of Science And Technology,Mir Pur (ajk),"BS , 4 Years",0,92 5827 961037,info@must.edu.pk,https://must.edu.pk/ ,"Allama Iqbal Road, Mirpur Azad Jammu & Kashmir.(10250)"
Art & Design,Fashion Design, Nfc Institute Of Engineering & Technology,Multan,"BS , 4 Years",0,92-61-9220012,info@nfciet.edu.pk,https://www.nfciet.edu.pk/contact-us/,"NFC IET Multan
Vice Chancellor Secretariat
P.O. Fertilizers Project
Khanewal Road Multan, Punjab, 60000
Pakistan"
Art & Design,Fashion Design,University Of Sialkot,Sialkot,"AD , 2 Years",0,92-523575518-20,info@uskt.edu.pk,https://uskt.edu.pk/Contact,"500 m sublime chowk near Suzuki Motors,Wazirabad road ,Sialkot"
Art & Design,Fashion Design,University Of Sialkot,Sialkot,"BS , 4 Years",121000,92-523575518-20,info@uskt.edu.pk,https://uskt.edu.pk/Contact,"500 m sublime chowk near Suzuki Motors,Wazirabad road ,Sialkot"
Art & Design,Fashion Design,"Aror University Of Art, Architecture, Design And Heritage",Sukkur,"BS , 4 Years",0,0092-71-9311300,info@aroruniversitysindh.edu.pk,https://aror.edu.pk/,"RCW Rohri Bypass, Sukkur, Sindh-Pakistan"
Art & Design,Fashion Design,Indus Valley School Of Art And Architecture,Karachi,"B.DES , 4 Years",350000,021-37130423,info@ivs.edu.pk,https://www.indusvalley.edu.pk/home,"ST-33 Scheme 5, Block 2 Clifton Karachi, 75600"
Art & Design,Fashion Design, Iqra University [kch],Karachi,"B.Sc. [Hons] , 4 Years",189000,(021) 111 264 264,admission@iqra.edu.pk,https://iqra.edu.pk/contact-us/,"Shaheed-e-Millat Road, Defence view Phase 2, Defence View Housing Society, Karachi, Sindh"
Art & Design,Fashion Design, Shaheed Benazir Bhutto City University,Karachi,"BFD , 4 Years",315000,0336 3341537,registrar@sbbcu.edu.pk,https://www.sbbcu.edu.pk/,"Plot F-201 SITE, 2nd Floor, SITE Police Station, Binoria Restaurant, Lal Masjid, Karachi"
Art & Design,Fashion Design,Shaheed Benazir Bhutto Dewan University,Karachi,"BFD , 4 Years",130000,(0092)-(21)-35115031,info@sbbdewanuniversity.edu.pk?,https://sbbdewanuniversity.edu.pk/,"Postal Address: Plot # 30-A/1, Sector 23, Korangi Industrial Area Karachi, 74900-Pakistan."
Art & Design,Fashion Design,Textile Institute Of Pakistan,Karachi,"BBA , 4 Years",180000,(92-21) 38109658,info@tip.edu.pk,https://tip.edu.pk/contact-us/,"EZ/1/P-8, Eastern Zone, Bin Qasim Karachi"
Art & Design,Fashion Design,Hajvery University,Lahore,"AD , 2 Years",150000,042 111 777 007,admission@hup.edu.pk,https://www.hup.edu.pk/contact-us/,43 Gurumangat Road Industrial Area Gulberg III Lahore
Art & Design,Fashion Management,Foundation Institute Of Technology For Women,Abbottabad,"DIP , 10 Months",0,992405844,not mentioned,https://onlineuniversities360.com/university/foundation-institute-of-technology-for-women-abbottabad/6223,"Foundation Institute Of Technology For Women, Abbottabad"
Art & Design,Fashion Marketing & Merchandizing,Pakistan Institute Of Fashion Design,Lahore,"BS , 4 Years",216000,+92 42-99232951,info@pifd.edu.pk,"https://pifd.edu.pk/contact.html#:~:text=Send%2051-J%2FIII%20Johar%20Town%2C,Lahore%2C%20Pakistan%20info%40pifd.edu.pk%20%2B92%2042-99232951-7","51-J/III Johar Town, Lahore, Pakistan"
Art & Design,Fashion Marketing & Merchandizing,Pakistan School Of Fashion Design,Lahore,"BFD , 4 Years",not mentioned,042-99232951-7,info@pifd.edu.pk,https://pifd.edu.pk/,"51-J/III Johar Town, Lahore, Pakistan"
Art & Design,Fashion Marketing & Merchandizing,Asian Institute Of Fashion Design,Karachi,"BFD (HONS) , 4 Years",0,111-112-433,info@aifd.edu.p,https://aifd.edu.pk/contact-us/,"Defence View, Shaheed-e-Millat Road (Ext.), Karachi-75500"
Art & Design,Fine Arts,The Government Sadiq College Women University,Bahawal Pur,"BS , 4 Years",27340,+92-62 9250075,INFO@GSCWU.EDU.PK,https://www.gscwu.edu.pk/,"GIRLS COLLEGE ROAD, 63100 BAHAWALPUR, - PAKISTAN"
Art & Design,Fine Arts,The Islamia University Of Bahawalpur,Bahawal Pur,"BA [HONS] , 4 Years",43800,+92-062 9255875,ilo@iub.edu.pk ,https://www.iub.edu.pk/index.php ,"Directorate of International Linkages, Bagdad-ul-jadeed Campus,
The Islamia University of Bahawalpur"
Art & Design,Fine Arts,Gomal University,D.i. Khan,"BS , 4 Years",0,+92 966-750-354,info@gomaluniversity.edu.pk ,http://www.gu.edu.pk/,"Gomal University, Dera Ismail Khan, Khyber Pakhtunkhwa, Pakistan"
Art & Design,Fine Arts,Government College University,Faisalabad,"BFA , 4 Years",69000,+92 41 9200886,info@gcuf.edu.pk ,https://gcuf.edu.pk/ ,"Government College University, Allama Iqbal Road, Faisalabad, Pakistan."
Art & Design,Fine Arts,Government College Women University,Faisalabad,"BS , 4 Years",41000,+92 41 9220671-75,registrar@gcwuf.edu.pk,https://gcwuf.edu.pk/,"Government College Women University Madina Town, Faisalabad."
Art & Design,Fine Arts,University Of Gujrat,Gujrat,"BS , 4 Years",70000,053 3643326,info@uog.edu.pk,https://uog.edu.pk/contactus,"Jalalpur Jattan Road Gujrat, Pakistan"
Art & Design,Fine Arts,University Of Gujrat,Gujrat,"BFA , 2 Years",70000,053 3643326,info@uog.edu.pk,https://uog.edu.pk/contactus,"Jalalpur Jattan Road Gujrat, Pakistan"
Art & Design,Fine Arts,Hazara University [havellian Campus],Havelian,"BFA , 4 Years",0,0997 414143 47,Registrar@hu.edu.pk ,https://www.hu.edu.pk/ ,"KKH Dhodiyal Mansehra,KPK"
Art & Design,Fine Arts,Comsats University Islamabad,Islamabad,"BFA , 4 Years",192000,(92-51) 9049 5032-5,rizwan_ahmed@comsats.edu.pk,https://www.comsats.edu.pk/contactus.aspx,"hostel city Line 12, Park Rd, Islamabad"
